BlankNum,Material,ID,Serie,VIP-Key,ToolPack1,ToolProf1,ToolPack2,ToolProf2,Material1,Width,Height,ProfileType,Length,PartNum,POL,PairNum,EndLength
80,3,51,W2434TSW,VU-C--O,24007,E-03,24006,D-03,3,53,70,4,558,3,205,26,548
80,3,53,W2434TSW,VU-C--U,24007,E-03,24006,D-03,3,53,70,4,558,4,205,26,548
80,3,35,W2434TSW,VU-C--H,24007,C-03,24006,A-03,3,53,70,4,1546,1,203,19,1536
80,3,37,W2434TSW,VU-C--V,24007,C-03,24006,A-03,3,53,70,4,1546,2,203,19,1536
80,3,13,W2434TSW,VU-C--H,24007,C-03,24006,A-03,3,53,70,4,446,1,201,8,436
81,3,15,W2434TSW,VU-C--V,24007,C-03,24006,A-03,3,53,70,4,446,2,201,8,436
81,3,30,W2434TSW,VU-C--O,24007,E-03,24006,D-03,3,53,70,4,744,3,203,16,734
81,3,32,W2434TSW,VU-C--U,24007,E-03,24006,D-03,3,53,70,4,744,4,203,16,734
81,3,27,W2434TSW,VU-ST-V,24007,C-03,24006,A-03,3,53,70,4,1546,2,202,14,1536
81,3,26,W2434TSW,VU-ST-H,24007,C-03,24006,A-03,3,53,70,4,1546,1,202,14,1536
81,3,22,W2434TSW,VU-S--O,24007,I-03,24006,H-03,3,53,70,4,744,3,202,12,734
82,3,23,W2434TSW,VU-ST-U,24007,I-03,24006,H-03,3,53,70,4,744,4,202,12,734
82,3,31,W2434TSW,VU-C--O,24007,E-03,24006,D-03,3,53,70,4,744,3,203,17,734
82,3,33,W2434TSW,VU-C--U,24007,E-03,24006,D-03,3,53,70,4,744,4,203,17,734
82,3,12,W2434TSW,VU-C--H,24007,C-03,24006,A-03,3,53,70,4,446,1,201,7,436
82,3,14,W2434TSW,VU-C--V,24007,C-03,24006,A-03,3,53,70,4,446,2,201,7,436
82,3,9,W2434TSW,VU-C--O,24007,E-03,24006,D-03,3,53,70,4,364,3,201,6,354
82,3,11,W2434TSW,VU-C--U,24007,E-03,24006,D-03,3,53,70,4,364,4,201,6,354
82,3,8,W2434TSW,VU-C--O,24007,E-03,24006,D-03,3,53,70,4,364,3,201,5,354
82,3,10,W2434TSW,VU-C--U,24007,E-03,24006,D-03,3,53,70,4,364,4,201,5,354
82,3,4,W2434TSW,VU-S--O,24007,I-03,24006,H-03,3,53,70,4,364,3,200,3,354
82,3,5,W2434TSW,VU-S--U,24007,I-03,24006,H-03,3,53,70,4,364,4,200,3,354
83,3,327,W2434TSW,VU-SV-O,24010,K-03,24004,J-03,3,53,70,4,1236,3,220,158,1226
83,3,328,W2434TSW,VU-SV-U,24010,K-03,24004,J-03,3,53,70,4,1236,4,220,158,1226
83,3,319,W2434TSW,VU-CV-O,24010,G-03,24004,F-03,3,53,70,4,286,3,219,154,276
83,3,320,W2434TSW,VU-CV-U,24010,G-03,24004,F-03,3,53,70,4,286,4,219,154,276
84,4,592,W2434TSW,SU-C--L,24010,M-03,24008,L-03,4,60,70,7,958,5,245,0,948
84,4,581,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,757,5,244,0,747
84,4,568,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,875.5,5,243,0,865.5
84,4,453,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,1126.6,5,232,0,1116.6
84,4,438,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,1190,5,231,0,1180
84,4,431,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,250,5,231,0,250
85,4,449,W2434TSW,SU-S--L,24010,O-03,24008,N-03,4,60,70,7,732.4,5,232,0,722.4
86,4,559,W2434TSW,UU-C--N,24012,R-04,24011,P-04,4,60,72,6,268,6,242,217,258
86,4,551,W2434TSW,UU-S--N,24012,R-04,24011,P-04,4,60,72,6,268,6,241,217,258
87,5,227,W2434TSW,RUBC--L,24012,O-04,24011,N-04,5,60,105,8,1335.9,5,212,0,1325.9
88,6,203,W2434TSW,RUAS--L,24012,M-04,24011,L-04,6,60,116,8,639.9,5,211,207,629.9
88,6,153,W2434TSW,RUAS--L,24012,M-04,24011,L-04,6,60,116,8,639.9,5,208,207,626.9
89,6,85,W2434TSW,RUAS--L,24012,M-04,24011,L-04,6,60,116,8,968.1,5,206,0,958.1
90,6,40,W2434TSW,RUAC--L,24012,M-04,24011,L-04,6,60,116,8,1568.1,5,203,0,1558.1
91,8,612,W2434TSW,TU-C--Q,24012,R-04,24011,P-04,8,104,72,5,668,8,247,0,658
91,8,611,W2434TSW,TU-C--P,24012,R-04,24011,P-04,8,104,72,5,654,7,247,0,644
91,8,556,W2434TSW,TU-C--N,24012,R-04,24011,P-04,8,104,72,5,268,6,242,0,258
91,8,557,W2434TSW,TU-C--O,24012,R-04,24011,P-04,8,104,72,5,268,3,242,0,258
91,8,558,W2434TSW,TU-C--Q,24012,R-04,24011,P-04,8,104,72,5,268,8,242,0,258
91,8,555,W2434TSW,TU-C--P,24012,R-04,24011,P-04,8,104,72,5,250,7,242,0,250
91,8,548,W2434TSW,TU-S--N,24012,R-04,24011,P-04,8,104,72,5,268,6,241,0,258
91,8,549,W2434TSW,TU-S--O,24012,R-04,24011,P-04,8,104,72,5,268,3,241,0,258
91,8,550,W2434TSW,TU-S--U,24012,R-04,24011,P-04,8,104,72,5,268,4,241,0,258
91,8,543,W2434TSW,TU-S--O,24012,R-04,24011,P-04,8,104,72,5,668,3,240,0,658
91,8,544,W2434TSW,TU-S--U,24012,R-04,24011,P-04,8,104,72,5,668,4,240,0,658
91,8,390,W2434TSW,TU-S--N,24012,R-04,24011,P-04,8,104,72,5,268,6,228,0,258
91,8,391,W2434TSW,TU-S--O,24012,R-04,24011,P-04,8,104,72,5,268,3,228,0,258
91,8,392,W2434TSW,TU-S--Q,24012,R-04,24011,P-04,8,104,72,5,268,8,228,0,258
91,8,389,W2434TSW,TU-S--P,24012,R-04,24011,P-04,8,104,72,5,250,7,228,0,250
92,5,241,W2434TSW,PUBC--N,24005,G-04,24004,F-04,5,60,105,2,495,6,213,116,485
92,5,242,W2434TSW,PUBC--N,24005,G-04,24004,F-04,5,60,105,2,495,6,213,116,485
92,5,251,W2434TSW,PUBC--N,24005,G-04,24004,F-04,5,60,105,2,967,6,213,0,957
92,5,163,W2434TSW,PUBC--N,24005,G-04,24004,F-04,5,60,105,2,767,6,209,0,757
93,5,221,W2434TSW,PUBC--L,24005,H-04,24004,I-04,5,60,105,2,928.3,5,212,107,918.3
93,5,222,W2434TSW,PUBC--L,24005,H-04,24004,I-04,5,60,105,2,928.3,5,212,107,918.3
93,5,228,W2434TSW,PUBS--N,24005,G-04,24004,F-04,5,60,105,2,1467,6,212,0,1457
94,6,278,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,214,0,958.1
95,6,603,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,667,6,246,195,657
95,6,604,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,667,6,246,195,657
95,6,345,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,2268.1,5,223,0,2258.1
95,6,204,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,779,6,211,0,769
96,6,315,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,218,152,958.1
96,6,316,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,218,152,958.1
96,6,276,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,214,133,958.1
96,6,277,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,214,133,958.1
96,6,176,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,387,6,210,0,377
96,6,142,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,462.3,5,208,0,452.3
96,6,197,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,464.3,5,211,0,454.3
96,6,151,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,636.9,5,208,75,626.9
97,6,152,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,636.9,5,208,75,626.9
97,6,198,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,464.3,5,211,0,454.3
97,6,254,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,1468.1,5,213,122,1458.1
97,6,255,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,1468.1,5,213,122,1458.1
97,6,141,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,462.3,5,208,70,452.3
97,6,140,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,462.3,5,208,70,452.3
97,6,83,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,206,42,958.1
98,6,84,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,206,42,958.1
98,6,115,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,2068.1,5,207,57,2058.1
98,6,114,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,2068.1,5,207,57,2058.1
98,6,96,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,495,6,207,48,485
99,6,97,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,495,6,207,48,485
99,6,346,W2434TSW,PUAS--L,24005,H-04,24004,I-04,6,60,116,2,2268.1,5,223,0,2258.1
99,6,61,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,205,31,958.1
99,6,62,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,968.1,5,205,31,958.1
99,6,18,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,468.1,5,201,10,458.1
99,6,19,W2434TSW,PUAC--L,24005,H-04,24004,I-04,6,60,116,2,468.1,5,201,10,458.1
100,6,156,W2434TSW,PUAS--N,24005,J-04,24004,I-04,6,60,116,2,1563,6,208,0,1553
101,6,416,W2434TSW,PIASD-L,24002,D-04,24004,I-04,6,60,116,2,2106.3,5,229,211,2096.3
101,6,402,W2434TSW,PUASD-L,24002,D-04,24004,I-04,6,60,116,2,2106.3,5,228,211,2096.3
102,8,595,W2434TSW,DU-C--H,24009,T-03,24008,S-03,8,104,70,3,1128,1,245,0,1118
102,8,596,W2434TSW,DU-C--H,24009,T-03,24008,S-03,8,104,70,3,1128,1,245,0,1118
102,8,597,W2434TSW,DU-C--V,24009,T-03,24008,S-03,8,104,70,3,1128,2,245,0,1118
102,8,598,W2434TSW,DU-C--V,24009,T-03,24008,S-03,8,104,70,3,1128,2,245,0,1118
102,8,588,W2434TSW,DU-C--O,24009,P-03,24008,L-03,8,104,70,3,868,3,245,0,858
102,8,576,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,368,3,244,0,358
103,8,589,W2434TSW,DU-C--O,24009,P-03,24008,L-03,8,104,70,3,868,3,245,0,858
103,8,590,W2434TSW,DU-C--U,24009,P-03,24008,L-03,8,104,70,3,868,4,245,0,858
103,8,591,W2434TSW,DU-C--U,24009,P-03,24008,L-03,8,104,70,3,868,4,245,0,858
103,8,582,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,927,1,244,0,917
103,8,583,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,927,1,244,0,917
103,8,584,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,927,2,244,0,917
103,8,577,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,368,3,244,0,358
104,8,585,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,927,2,244,0,917
104,8,578,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,368,4,244,0,358
104,8,579,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,368,4,244,0,358
104,8,570,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1045.5,1,243,0,1035.5
104,8,571,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1045.5,1,243,0,1035.5
104,8,572,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1045.5,2,243,0,1035.5
104,8,573,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1045.5,2,243,0,1035.5
105,8,564,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,718,3,243,0,708
105,8,565,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,718,3,243,0,708
105,8,566,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,718,4,243,0,708
105,8,567,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,718,4,243,0,708
105,8,537,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,2050,1,239,0,2040
105,8,533,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,798.5,3,239,0,788.5
106,8,538,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,2050,1,239,0,2040
106,8,539,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,2050,2,239,0,2040
106,8,525,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1646,1,238,0,1636
107,8,540,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,2050,2,239,0,2040
107,8,534,W2434TSW,DI-C--U,24009,P-03,24008,L-03,8,104,70,3,798.5,4,239,0,788.5
107,8,531,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,298.5,3,239,0,288.5
107,8,532,W2434TSW,DI-C--U,24009,P-03,24008,L-03,8,104,70,3,298.5,4,239,0,288.5
107,8,526,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1646,1,238,0,1636
107,8,522,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,373.5,3,238,0,363.5
107,8,523,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,373.5,4,238,0,363.5
108,8,527,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1646,2,238,0,1636
108,8,528,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1646,2,238,0,1636
108,8,520,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,250,3,238,0,250
108,8,514,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,2250,1,237,0,2240
109,8,521,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,250,4,238,0,250
109,8,515,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,2250,1,237,0,2240
109,8,516,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,2250,2,237,0,2240
109,8,508,W2434TSW,DI-C--N,24009,P-03,24008,L-03,8,104,70,3,865.2,6,237,0,855.2
109,8,504,W2434TSW,DI-C--N,24009,P-03,24008,L-03,8,104,70,3,331.8,6,237,0,321.8
110,8,517,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,2250,2,237,0,2240
110,8,509,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,865.2,3,237,0,855.2
110,8,510,W2434TSW,DI-C--P,24009,P-03,24008,L-03,8,104,70,3,865.2,7,237,0,855.2
110,8,511,W2434TSW,DI-C--Q,24009,P-03,24008,L-03,8,104,70,3,865.2,8,237,0,855.2
110,8,505,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,331.8,3,237,0,321.8
110,8,506,W2434TSW,DI-C--P,24009,P-03,24008,L-03,8,104,70,3,331.8,7,237,0,321.8
110,8,507,W2434TSW,DI-C--Q,24009,P-03,24008,L-03,8,104,70,3,331.8,8,237,0,321.8
111,8,498,W2434TSW,DI-S--H,24009,V-03,24008,U-03,8,104,70,3,2070,1,236,0,2060
111,8,499,W2434TSW,DI-S--H,24009,V-03,24008,U-03,8,104,70,3,2070,1,236,0,2060
111,8,488,W2434TSW,DI-S--N,24009,R-03,24008,N-03,8,104,70,3,598.5,6,236,0,588.5
111,8,489,W2434TSW,DI-S--N,24009,R-03,24008,N-03,8,104,70,3,598.5,6,236,0,588.5
111,8,490,W2434TSW,DI-S--O,24009,R-03,24008,N-03,8,104,70,3,598.5,3,236,0,588.5
112,8,500,W2434TSW,DI-S--V,24009,V-03,24008,U-03,8,104,70,3,2070,2,236,0,2060
112,8,501,W2434TSW,DI-S--V,24009,V-03,24008,U-03,8,104,70,3,2070,2,236,0,2060
112,8,491,W2434TSW,DI-S--O,24009,R-03,24008,N-03,8,104,70,3,598.5,3,236,0,588.5
112,8,492,W2434TSW,DI-S--P,24009,R-03,24008,N-03,8,104,70,3,598.5,7,236,0,588.5
112,8,493,W2434TSW,DI-S--P,24009,R-03,24008,N-03,8,104,70,3,598.5,7,236,0,588.5
113,8,494,W2434TSW,DI-S--Q,24009,R-03,24008,N-03,8,104,70,3,598.5,8,236,0,588.5
113,8,495,W2434TSW,DI-S--Q,24009,R-03,24008,N-03,8,104,70,3,598.5,8,236,0,588.5
113,8,482,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,235,0,2075
113,8,483,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,235,0,2075
113,8,461,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,568,3,233,0,558
114,8,484,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,235,0,2075
114,8,485,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,235,0,2075
114,8,477,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,798.5,3,235,0,788.5
114,8,478,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,798.5,3,235,0,788.5
115,8,479,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,798.5,4,235,0,788.5
115,8,480,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,798.5,4,235,0,788.5
115,8,473,W2434TSW,DU-C--H,24009,T-03,24008,S-03,8,104,70,3,2070,1,234,0,2060
115,8,474,W2434TSW,DU-C--V,24009,T-03,24008,S-03,8,104,70,3,2070,2,234,0,2060
116,8,468,W2434TSW,DU-C--N,24009,P-03,24008,L-03,8,104,70,3,718,6,234,0,708
116,8,469,W2434TSW,DU-C--O,24009,P-03,24008,L-03,8,104,70,3,718,3,234,0,708
116,8,470,W2434TSW,DU-C--U,24009,P-03,24008,L-03,8,104,70,3,718,4,234,0,708
116,8,464,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,1865,1,233,0,1855
116,8,465,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,1865,2,233,0,1855
117,8,462,W2434TSW,DI-C--U,24009,P-03,24008,L-03,8,104,70,3,568,4,233,0,558
117,8,455,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,232,0,2075
117,8,456,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,232,0,2075
117,8,452,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,765.2,4,232,0,755.2
117,8,446,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,281.8,6,232,0,271.8
118,8,457,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,232,0,2075
118,8,458,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,232,0,2075
118,8,450,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,765.2,6,232,0,755.2
118,8,451,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,765.2,3,232,0,755.2
118,8,417,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,250,3,230,0,250
119,8,447,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,281.8,3,232,0,271.8
119,8,448,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,281.8,4,232,0,271.8
119,8,440,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1590,1,231,0,1580
119,8,441,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,1590,1,231,0,1580
119,8,442,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1590,2,231,0,1580
119,8,432,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,281.8,6,231,0,271.8
119,8,433,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,281.8,3,231,0,271.8
120,8,443,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,1590,2,231,0,1580
120,8,435,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,765.2,6,231,0,755.2
120,8,436,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,765.2,3,231,0,755.2
120,8,437,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,765.2,4,231,0,755.2
120,8,425,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,1950,1,230,0,1940
121,8,434,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,281.8,4,231,0,271.8
121,8,426,W2434TSW,DI-C--H,24009,V-03,24008,U-03,8,104,70,3,1950,1,230,0,1940
121,8,427,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,1950,2,230,0,1940
121,8,420,W2434TSW,DI-C--O,24009,P-03,24008,L-03,8,104,70,3,470.5,3,230,0,460.5
121,8,421,W2434TSW,DI-C--P,24009,P-03,24008,L-03,8,104,70,3,470.5,7,230,0,460.5
121,8,422,W2434TSW,DI-C--Q,24009,P-03,24008,L-03,8,104,70,3,470.5,8,230,0,460.5
121,8,418,W2434TSW,DI-C--P,24009,P-03,24008,L-03,8,104,70,3,250,7,230,0,250
122,8,428,W2434TSW,DI-C--V,24009,V-03,24008,U-03,8,104,70,3,1950,2,230,0,1940
122,8,419,W2434TSW,DI-C--Q,24009,P-03,24008,L-03,8,104,70,3,250,8,230,0,250
122,8,412,W2434TSW,DI-S--H,24009,V-03,24008,U-03,8,104,70,3,2085,1,229,0,2075
122,8,407,W2434TSW,DI-S--N,24009,R-03,24008,N-03,8,104,70,3,532,6,229,0,522
122,8,408,W2434TSW,DI-S--O,24009,R-03,24008,N-03,8,104,70,3,532,3,229,0,522
122,8,409,W2434TSW,DI-S--P,24009,R-03,24008,N-03,8,104,70,3,532,7,229,0,522
123,8,413,W2434TSW,DI-S--V,24009,V-03,24008,U-03,8,104,70,3,2085,2,229,0,2075
123,8,410,W2434TSW,DI-S--Q,24009,R-03,24008,N-03,8,104,70,3,532,8,229,0,522
123,8,403,W2434TSW,DI-S--N,24009,R-03,24008,N-03,8,104,70,3,286,6,229,0,276
123,8,404,W2434TSW,DI-S--O,24009,R-03,24008,N-03,8,104,70,3,286,3,229,0,276
123,8,405,W2434TSW,DI-S--P,24009,R-03,24008,N-03,8,104,70,3,286,7,229,0,276
123,8,406,W2434TSW,DI-S--Q,24009,R-03,24008,N-03,8,104,70,3,286,8,229,0,276
123,8,398,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,228,0,2075
124,8,399,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,228,0,2075
124,8,393,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,596,6,228,0,586
124,8,394,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,596,3,228,0,586
124,8,395,W2434TSW,DU-S--P,24009,R-03,24008,N-03,8,104,70,3,596,7,228,0,586
124,8,396,W2434TSW,DU-S--Q,24009,R-03,24008,N-03,8,104,70,3,596,8,228,0,586
124,8,374,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,698.5,6,227,0,688.5
124,8,375,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,698.5,6,227,0,688.5
125,8,383,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,227,0,2075
125,8,384,W2434TSW,DU-S--H,24009,T-03,24008,S-03,8,104,70,3,2085,1,227,0,2075
125,8,376,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,698.5,6,227,0,688.5
125,8,377,W2434TSW,DU-S--N,24009,R-03,24008,N-03,8,104,70,3,698.5,6,227,0,688.5
125,8,357,W2434TSW,DU-C--N,24009,P-03,24008,L-03,8,104,70,3,368,6,225,0,358
126,8,385,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,227,0,2075
126,8,386,W2434TSW,DU-S--V,24009,T-03,24008,S-03,8,104,70,3,2085,2,227,0,2075
126,8,378,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,698.5,3,227,0,688.5
126,8,379,W2434TSW,DU-S--O,24009,R-03,24008,N-03,8,104,70,3,698.5,3,227,0,688.5
126,8,358,W2434TSW,DU-C--O,24009,P-03,24008,L-03,8,104,70,3,368,3,225,0,358
127,8,380,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,698.5,4,227,0,688.5
127,8,381,W2434TSW,DU-S--U,24009,R-03,24008,N-03,8,104,70,3,698.5,4,227,0,688.5
127,8,370,W2434TSW,DI-S--H,24009,V-03,24008,U-03,8,104,70,3,2250,1,226,0,2240
127,8,371,W2434TSW,DI-S--V,24009,V-03,24008,U-03,8,104,70,3,2250,2,226,0,2240
128,8,365,W2434TSW,DI-S--N,24009,R-03,24008,N-03,8,104,70,3,868,6,226,0,858
128,8,366,W2434TSW,DI-S--O,24009,R-03,24008,N-03,8,104,70,3,868,3,226,0,858
128,8,367,W2434TSW,DI-S--U,24009,R-03,24008,N-03,8,104,70,3,868,4,226,0,858
128,8,361,W2434TSW,DU-C--H,24009,T-03,24008,S-03,8,104,70,3,1550,1,225,0,1540
128,8,362,W2434TSW,DU-C--V,24009,T-03,24008,S-03,8,104,70,3,1550,2,225,0,1540
129,8,359,W2434TSW,DU-C--U,24009,P-03,24008,L-03,8,104,70,3,368,4,225,0,358
