BlankNum,Material,ID,Serie,VIP-Key,ToolPack1,ToolProf1,ToolPack2,ToolProf2,Material1,Width,Height,ProfileType,Length,PartNum,POL,PairNum,EndLength
1,1,513,W2434TSW,KIASH-U,24003,B-04,24001,A-04,1,35,116,1,1610,4,237,216,1600
1,1,497,W2434TSW,KIASH-U,24003,B-04,24001,A-04,1,35,116,1,1610,4,236,216,1600
1,1,424,W2434TSW,KIASH-U,24003,B-04,24001,A-04,1,35,116,1,1110,4,230,210,1100
1,1,369,W2434TSW,KIASH-U,24003,B-04,24001,A-04,1,35,116,1,1110,4,226,210,1100
1,1,561,W2434TSW,KUASH-U,24003,B-04,24001,A-04,1,35,116,1,310,4,242,0,300
2,1,627,W2434TSW,KUASH-U,24003,B-04,24001,A-04,1,35,116,1,610,4,249,0,600
2,1,594,W2434TSW,KUASH-U,24003,B-04,24001,A-04,1,35,116,1,1110,4,245,0,1100
2,1,536,W2434TSW,KIASH-U,24003,B-04,24001,A-04,1,35,116,1,1510,4,239,0,1500
2,1,472,W2434TSW,KUASH-U,24003,B-04,24001,A-04,1,35,116,1,960,4,234,0,950
3,2,626,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,610,3,249,0,600
3,2,545,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,710,3,240,0,700
4,2,560,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,310,3,242,218,300
4,2,552,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,310,3,241,218,300
4,2,569,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,960,3,243,214,950
4,2,471,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,960,3,234,214,950
4,2,580,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,610,3,244,208,600
4,2,360,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,610,3,225,208,600
4,2,607,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,710,3,246,197,700
4,2,608,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,710,4,246,197,700
4,2,355,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,360,3,224,172,350
4,2,356,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,360,4,224,172,350
5,2,454,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1460,3,232,213,1450
5,2,439,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1460,3,231,213,1450
5,2,423,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1110,3,230,212,1100
5,2,411,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1110,3,229,212,1100
5,2,463,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,810,3,233,0,800
6,2,613,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,710,3,247,199,700
6,2,614,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,710,4,247,199,700
7,2,512,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1610,3,237,215,1600
7,2,496,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1610,3,236,215,1600
7,2,619,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,910,3,248,0,900
7,2,535,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1510,3,239,0,1500
7,2,337,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,310,3,221,163,300
8,2,338,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,310,4,221,163,300
8,2,397,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1110,3,228,209,1100
8,2,368,W2434TSW,KIAS--O,24003,B-04,24001,A-04,2,44,116,1,1110,3,226,209,1100
8,2,593,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1110,3,245,0,1100
8,2,524,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1013,3,238,0,1003
8,2,333,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1310,3,220,161,1300
9,2,334,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1310,4,220,161,1300
9,2,321,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,360,3,219,155,350
9,2,322,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,360,4,219,155,350
9,2,303,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,360,3,217,146,350
9,2,304,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,360,4,217,146,350
9,2,295,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,360,3,216,142,350
9,2,296,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,360,4,216,142,350
9,2,481,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,2010,3,235,0,2000
9,2,177,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,430,3,210,86,420
10,2,178,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,430,4,210,86,420
10,2,229,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1510,3,212,110,1500
10,2,230,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1510,4,212,110,1500
10,2,45,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,510,3,204,0,500
10,2,382,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1810,3,227,0,1800
11,2,318,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,2010,4,218,153,2000
11,2,317,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,2010,3,218,153,2000
11,2,287,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1010,3,215,0,1000
11,2,205,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,822,3,211,99,812
12,2,206,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,822,4,211,99,812
12,2,288,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1010,4,215,0,1000
12,2,256,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,2010,3,213,123,2000
12,2,257,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,2010,4,213,123,2000
13,2,46,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,510,4,204,0,500
13,2,42,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1582,4,203,0,1572
13,2,20,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,822,3,201,11,812
13,2,21,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,822,4,201,11,812
13,2,6,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,430,3,200,4,420
13,2,7,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,430,4,200,4,420
13,2,166,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,810,3,209,81,800
14,2,167,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,810,4,209,81,800
14,2,157,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1606,3,208,77,1596
14,2,158,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1606,4,208,77,1596
14,2,24,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,810,3,202,13,800
14,2,25,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,810,4,202,13,800
15,2,108,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,2010,3,207,54,2000
15,2,109,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,2010,4,207,54,2000
15,2,41,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1582,3,203,0,1572
16,2,87,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1606,4,206,43,1596
16,2,86,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1606,3,206,43,1596
16,2,63,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,1210,3,205,32,1200
16,2,64,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,1210,4,205,32,1200
17,2,347,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,3510,3,223,168,3500
18,2,348,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,3510,4,223,168,3500
19,2,341,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,3510,3,222,165,3500
20,2,342,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,3510,4,222,165,3500
21,2,279,W2434TSW,KUAS--O,24003,B-04,24001,A-04,2,44,116,1,3510,3,214,134,3500
22,2,280,W2434TSW,KUAS--U,24003,B-04,24001,A-04,2,44,116,1,3510,4,214,134,3500
23,2,631,W2434TSW,KUACD-V,24002,D-04,24001,C-04,2,44,116,1,1687.6,2,249,0,1677.6
23,2,353,W2434TSW,KUAC--H,24002,E-04,24001,C-04,2,44,116,1,359,1,224,171,349
23,2,354,W2434TSW,KUAC--V,24002,E-04,24001,C-04,2,44,116,1,359,2,224,171,349
24,2,623,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2106.3,2,248,0,2096.3
24,2,586,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,1889.3,1,244,192,1879.3
24,2,587,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,1889.3,2,244,192,1879.3
25,2,574,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2126.3,1,243,191,2116.3
25,2,575,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2126.3,2,243,191,2116.3
25,2,530,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,1687.3,2,238,0,1677.3
26,2,339,W2434TSW,KUAC--H,24002,E-04,24001,C-04,2,44,116,1,1009,1,222,164,999
26,2,340,W2434TSW,KUAC--V,24002,E-04,24001,C-04,2,44,116,1,1009,2,222,164,999
26,2,293,W2434TSW,KUAS--H,24002,E-04,24001,C-04,2,44,116,1,359,1,216,0,349
27,2,562,W2434TSW,KUACD-H,24002,D-04,24001,C-04,2,44,116,1,1991.6,1,242,190,1981.6
27,2,563,W2434TSW,KUACD-V,24002,D-04,24001,C-04,2,44,116,1,1991.6,2,242,190,1981.6
27,2,466,W2434TSW,KIASD-H,24002,D-04,24001,C-04,2,44,116,1,1906.3,1,233,181,1896.3
28,2,467,W2434TSW,KIASD-V,24002,D-04,24001,C-04,2,44,116,1,1906.3,2,233,181,1896.3
28,2,553,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2006.3,1,241,189,1996.3
28,2,554,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2006.3,2,241,189,1996.3
29,2,630,W2434TSW,KUACD-H,24002,D-04,24001,C-04,2,44,116,1,1687.6,1,249,0,1677.6
29,2,302,W2434TSW,KUAC--V,24002,E-04,24001,C-04,2,44,116,1,359,2,217,145,349
29,2,301,W2434TSW,KUAC--H,24002,E-04,24001,C-04,2,44,116,1,359,1,217,145,349
30,2,546,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2106.3,1,240,188,2096.3
30,2,547,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2106.3,2,240,188,2096.3
30,2,444,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,1631.3,1,231,179,1621.3
31,2,445,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,1631.3,2,231,179,1621.3
31,2,541,W2434TSW,KIASD-H,24002,D-04,24001,C-04,2,44,116,1,2091.6,1,239,187,2081.6
31,2,542,W2434TSW,KIASD-V,24002,D-04,24001,C-04,2,44,116,1,2091.6,2,239,187,2081.6
32,2,529,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,1687.3,1,238,0,1677.3
32,2,335,W2434TSW,KUAS--H,24002,E-04,24001,C-04,2,44,116,1,309,1,221,162,299
32,2,336,W2434TSW,KUAS--V,24002,E-04,24001,C-04,2,44,116,1,309,2,221,162,299
33,2,459,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2126.3,1,232,180,2116.3
33,2,460,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2126.3,2,232,180,2116.3
33,2,363,W2434TSW,KUACD-H,24002,D-04,24001,C-04,2,44,116,1,1591.3,1,225,173,1581.3
34,2,364,W2434TSW,KUACD-V,24002,D-04,24001,C-04,2,44,116,1,1591.3,2,225,173,1581.3
34,2,486,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2126.3,1,235,183,2116.3
34,2,487,W2434TSW,KUASD-V,24002,D-04,24001,C-04,2,44,116,1,2126.3,2,235,183,2116.3
35,2,622,W2434TSW,KUASD-H,24002,D-04,24001,C-04,2,44,116,1,2106.3,1,248,0,2096.3
35,2,294,W2434TSW,KUAS--V,24002,E-04,24001,C-04,2,44,116,1,359,2,216,0,349
36,2,503,W2434TSW,KIASD-V,24002,D-04,24001,C-04,2,44,116,1,2111.6,2,236,184,2101.6
36,2,502,W2434TSW,KIASD-H,24002,D-04,24001,C-04,2,44,116,1,2111.6,1,236,184,2101.6
36,2,331,W2434TSW,KUAS--H,24002,E-04,24001,C-04,2,44,116,1,1309,1,220,0,1299
36,2,2,W2434TSW,KUAS--H,24002,E-04,24001,C-04,2,44,116,1,359,1,200,2,349
